WHO_REGION,region,country,year,percent_incidence,coverage,prev_percent_incidence,prev_coverage
AMR,Caribbean,Bahamas,2009,0.0,0.98,0.0,0.9
EMR,Western Asia,Bahrain,2009,7.52024198468e-06,0.99,1.79246804926e-06,0.99
AMR,Caribbean,Barbados,2009,0.0,0.94,0.0,0.94
EUR,Eastern Europe,Belarus,2009,3.15612730555e-07,0.99,2.09941793638e-07,0.99
AMR,Central America,Belize,2009,0.0,0.97,0.0,0.96
SEAR,Southern Asia,Bhutan,2009,2.11915290395e-05,0.94,2.87773924805e-06,0.99
AMR,South America,Bolivia (Plurinational State of),2009,0.0,0.93,0.0,0.92
EUR,Southern Europe,Bosnia and Herzegovina,2009,0.000136278477121,0.93,4.94823881763e-06,0.84
AMR,South America,Brazil,2009,0.0,0.99,1.13005256978e-05,0.99
WPR,South-Eastern Asia,Brunei Darussalam,2009,2.58344528263e-06,0.99,0.0,0.99
EUR,Eastern Europe,Bulgaria,2009,5.89807588679e-06,0.96,7.71928423602e-06,0.96
AMR,NORTHERN AMERICA,Canada,2009,2.07428549754e-07,0.91,2.99730901597e-08,0.93
AMR,South America,Chile,2009,0.0,0.93,8.41045924712e-07,0.96
AMR,South America,Colombia,2009,8.80741443377e-08,0.89,8.90835661755e-08,0.95
WPR,Polynesia,Cook Islands,2009,0.0,0.78,0.0,0.95
AMR,Central America,Costa Rica,2009,0.0,0.81,0.0,0.89
EUR,Southern Europe,Croatia,2009,0.0,0.95,2.30194629559e-07,0.98
AMR,Caribbean,Cuba,2009,0.0,0.99,0.0,0.98
EUR,Western Asia,Cyprus,2009,0.0,0.87,0.0,0.87
EUR,Eastern Europe,Czech Republic,2009,5.73612669957e-07,0.98,1.34641536145e-06,0.97
AMR,Caribbean,Dominica,2009,0.0,0.99,0.0,0.99
AMR,Caribbean,Dominican Republic,2009,0.0,0.84,0.0,0.83
AMR,South America,Ecuador,2009,0.0,0.97,0.0,0.98
EMR,Northern Africa,Egypt,2009,7.55819937834e-06,0.95,1.38902746805e-05,0.92
AMR,Central America,El Salvador,2009,0.0,0.91,0.0,0.95
EUR,Northern Europe,Estonia,2009,7.48497391487e-07,0.95,2.98520829291e-06,0.95
WPR,Melanesia,Fiji,2009,1.17391559547e-06,0.94,0.0,0.94
EUR,Northern Europe,Finland,2009,0.0,0.98,0.0,0.97
EUR,Western Asia,Georgia,2009,1.5586506273e-05,0.83,4.32851594068e-05,0.97
EUR,Southern Europe,Greece,2009,3.5779999517e-07,0.99,0.0,0.99
AMR,Caribbean,Grenada,2009,0.0,0.98,0.0,0.99
AMR,Central America,Guatemala,2009,0.0,0.92,0.0,0.96
AMR,South America,Guyana,2009,0.0,0.97,0.0,0.95
AMR,Caribbean,Haiti,2009,0.0,0.63,0.0,0.62
AMR,Central America,Honduras,2009,0.0,0.99,0.0,0.95
EUR,Eastern Europe,Hungary,2009,0.0,0.99,0.0,0.99
EUR,Northern Europe,Iceland,2009,0.0,0.92,3.225494307e-06,0.96
EMR,Southern Asia,Iran (Islamic Republic of),2009,1.49923034966e-07,0.99,1.93021740176e-07,0.98
EMR,Western Asia,Iraq,2009,5.57212177388e-06,0.87,3.77186007222e-06,0.76
EUR,Northern Europe,Ireland,2009,5.0454086781e-06,0.9,9.37468611542e-06,0.89
EUR,Western Asia,Israel,2009,8.26109465012e-07,0.96,7.04839853337e-07,0.98
EUR,Southern Europe,Italy,2009,1.78249522426e-06,0.9,8.17104335306e-05,0.9
AMR,Caribbean,Jamaica,2009,0.0,0.88,0.0,0.88
WPR,Eastern Asia,Japan,2009,1.16223478273e-06,0.94,2.379869602e-06,0.95
EMR,Western Asia,Jordan,2009,3.19138581142e-07,0.9,1.66388243672e-07,0.9
EUR,Central Asia,Kazakhstan,2009,3.86374761156e-05,0.99,0.000210480416839,0.99
WPR,Micronesia,Kiribati,2009,0.0,0.82,0.0,0.72
EUR,Central Asia,Kyrgyzstan,2009,2.60208054926e-06,0.99,7.54568914779e-07,0.99
EUR,Northern Europe,Latvia,2009,3.30608177357e-06,0.92,4.1973304978e-06,0.96
EMR,Western Asia,Lebanon,2009,5.02183301688e-06,0.75,4.38021214828e-06,0.65
EMR,Northern Africa,Libya,2009,4.83194495448e-07,0.98,1.63318101198e-07,0.98
EUR,Northern Europe,Lithuania,2009,0.0,0.96,0.0,0.97
EUR,Western Europe,Luxembourg,2009,0.0,0.96,0.0,0.96
EUR,Southern Europe,Malta,2009,0.0,0.82,7.38207140924e-06,0.78
AFR,Eastern Africa,Mauritius,2009,1.60907518404e-06,0.99,2.42324375409e-06,0.98
AMR,Central America,Mexico,2009,0.0,0.96,4.0009456148e-07,0.96
EUR,Southern Europe,Montenegro,2009,0.0,0.86,0.0,0.89
WPR,Micronesia,Nauru,2009,0.0,0.92,0.0,0.99
EUR,Western Europe,Netherlands,2009,4.82649650049e-07,0.96,1.21066401289e-07,0.96
AMR,Central America,Nicaragua,2009,0.0,0.99,0.0,0.99
WPR,Polynesia,Niue,2009,0.0,0.99,0.0,0.99
EUR,Northern Europe,Norway,2009,0.0,0.93,2.09571991123e-07,0.93
EMR,Western Asia,Oman,2009,6.87889879692e-06,0.99,1.50813639586e-06,0.98
WPR,Micronesia,Palau,2009,0.0,0.75,0.0,0.97
AMR,Central America,Panama,2009,0.0,0.96,0.0,0.96
AMR,South America,Paraguay,2009,0.0,0.91,0.0,0.91
AMR,South America,Peru,2009,0.0,0.91,0.0,0.92
EUR,Southern Europe,Portugal,2009,2.83279164062e-07,0.95,3.78162621272e-07,0.97
WPR,Eastern Asia,Republic of Korea,2009,7.58087357889e-07,0.93,6.39045603943e-07,0.92
EUR,Eastern Europe,Republic of Moldova,2009,2.44151950408e-07,0.9,2.43239758998e-07,0.95
EUR,Eastern Europe,Romania,2009,1.67233374906e-05,0.96,8.41783713655e-05,0.96
EUR,Eastern Europe,Russian Federation,2009,1.11928832825e-05,0.98,6.72008639273e-05,0.99
AMR,Caribbean,Saint Kitts and Nevis,2009,0.0,0.99,0.0,0.99
AMR,Caribbean,Saint Lucia,2009,0.0,0.99,0.0,0.99
AMR,Caribbean,Saint Vincent and the Grenadines,2009,0.0,0.99,0.0,0.99
EUR,Southern Europe,San Marino,2009,0.0,0.93,0.00159151193634,0.73
EMR,Western Asia,Saudi Arabia,2009,4.37804570607e-07,0.98,5.60897795447e-07,0.97
EUR,Southern Europe,Serbia,2009,2.97127110978e-06,0.95,2.52482562237e-06,0.92
AFR,Eastern Africa,Seychelles,2009,0.0,0.97,0.0,0.99
WPR,South-Eastern Asia,Singapore,2009,3.58501624335e-05,0.95,3.73223579482e-05,0.95
EUR,Eastern Europe,Slovakia,2009,0.0,0.99,0.0,0.99
EUR,Southern Europe,Slovenia,2009,0.0,0.95,0.0,0.96
EUR,Southern Europe,Spain,2009,4.32010323319e-07,0.98,1.52781651884e-06,0.98
SEAR,Southern Asia,Sri Lanka,2009,7.12191472927e-06,0.97,3.95998907244e-06,0.98
AMR,South America,Suriname,2009,0.0,0.88,0.0,0.86
EUR,Northern Europe,Sweden,2009,1.07487238578e-07,0.97,0.0,0.96
EUR,Western Europe,Switzerland,2009,4.5235301112e-06,0.92,1.56933724273e-06,0.92
EMR,Western Asia,Syrian Arab Republic,2009,9.72437711718e-08,0.82,2.48792609466e-07,0.81
SEAR,South-Eastern Asia,Thailand,2009,8.92586125545e-06,0.98,9.34491400422e-06,0.98
EUR,Southern Europe,TFYR Macedonia,2009,5.34260680357e-06,0.96,6.81175709274e-06,0.98
WPR,Polynesia,Tonga,2009,0.0,0.7,0.0,0.74
AMR,Caribbean,Trinidad and Tobago,2009,0.0,0.94,0.0,0.91
EUR,Western Asia,Turkey,2009,1.36118743818e-06,0.97,1.9759935267e-06,0.97
EUR,Central Asia,Turkmenistan,2009,0.0,0.99,0.0,0.99
WPR,Polynesia,Tuvalu,2009,0.0,0.9,0.0,0.93
AMR,NORTHERN AMERICA,United States of America,2009,9.76460912465e-09,0.9,5.254979142e-08,0.92
AMR,South America,Uruguay,2009,0.0,0.94,0.0,0.95
EUR,Central Asia,Uzbekistan,2009,2.1947384073e-07,0.95,8.9044816256e-07,0.98
AMR,South America,Venezuela (Bolivarian Republic of),2009,0.0,0.87,0.0,0.93
EUR,Southern Europe,Albania,2008,0.0,0.98,0.0,0.97
EUR,Southern Europe,Andorra,2008,0.0,0.98,0.0,0.94
AMR,Caribbean,Antigua and Barbuda,2008,0.0,0.99,0.0,0.99
AMR,South America,Argentina,2008,5.57676144685e-05,0.96,2.25169440004e-06,0.94
EUR,Western Asia,Armenia,2008,1.3445242569e-06,0.94,2.91152965744e-05,0.92
WPR,Australia/New Zealand,Australia,2008,1.77816460657e-06,0.94,1.71625123058e-06,0.94
EUR,Western Europe,Austria,2008,8.40187866007e-07,0.83,1.56602166651e-06,0.79
EUR,Western Asia,Azerbaijan,2008,0.0,0.79,4.56445929415e-07,0.75
AMR,Caribbean,Bahamas,2008,0.0,0.9,0.0,0.96
EMR,Western Asia,Bahrain,2008,1.79246804926e-06,0.99,4.8705884645e-06,0.99
AMR,Caribbean,Barbados,2008,0.0,0.94,0.0,0.75
EUR,Eastern Europe,Belarus,2008,2.09941793638e-07,0.99,7.32519469321e-07,0.99
AMR,Central America,Belize,2008,0.0,0.96,0.0,0.96
SEAR,Southern Asia,Bhutan,2008,2.87773924805e-06,0.99,4.40224808135e-06,0.95
AMR,South America,Bolivia (Plurinational State of),2008,0.0,0.92,0.0,0.86
EUR,Southern Europe,Bosnia and Herzegovina,2008,4.94823881763e-06,0.84,6.50970466772e-06,0.96
AMR,South America,Brazil,2008,1.13005256978e-05,0.99,4.53304030842e-05,0.99
EUR,Eastern Europe,Bulgaria,2008,7.71928423602e-06,0.96,1.16273231524e-05,0.96
AMR,NORTHERN AMERICA,Canada,2008,2.99730901597e-08,0.93,3.03193108542e-08,0.94
AMR,South America,Chile,2008,8.41045924712e-07,0.96,0.000257248203515,0.92
AMR,South America,Colombia,2008,8.90835661755e-08,0.95,4.5070778023e-08,0.93
WPR,Polynesia,Cook Islands,2008,0.0,0.95,0.0,0.98
AMR,Central America,Costa Rica,2008,0.0,0.89,0.0,0.9
EUR,Southern Europe,Croatia,2008,2.30194629559e-07,0.98,7.57382760591e-06,0.96
AMR,Caribbean,Cuba,2008,0.0,0.98,0.0,0.97
EUR,Western Asia,Cyprus,2008,0.0,0.87,0.0,0.87
EUR,Eastern Europe,Czech Republic,2008,1.34641536145e-06,0.97,3.87203317558e-07,0.98
EUR,Northern Europe,Denmark,2008,3.6394737321e-07,0.87,1.82916010455e-07,0.89
AMR,Caribbean,Dominica,2008,0.0,0.99,0.0,0.96
AMR,Caribbean,Dominican Republic,2008,0.0,0.83,0.0,0.82
AMR,South America,Ecuador,2008,0.0,0.98,0.0,0.98
EMR,Northern Africa,Egypt,2008,1.38902746805e-05,0.92,0.00014630438399,0.97
AMR,Central America,El Salvador,2008,0.0,0.95,0.0,0.99
EUR,Northern Europe,Estonia,2008,2.98520829291e-06,0.95,7.43920311256e-06,0.96
WPR,Melanesia,Fiji,2008,0.0,0.94,0.0,0.94
EUR,Northern Europe,Finland,2008,0.0,0.97,0.0,0.98
EUR,Western Asia,Georgia,2008,4.32851594068e-05,0.97,5.1300876219e-05,0.97
EUR,Southern Europe,Greece,2008,0.0,0.99,0.0,0.99
AMR,Caribbean,Grenada,2008,0.0,0.99,0.0,0.98
AMR,Central America,Guatemala,2008,0.0,0.96,0.0,0.86
AMR,South America,Guyana,2008,0.0,0.95,0.0,0.96
AMR,Central America,Honduras,2008,0.0,0.95,0.0,0.96
EUR,Eastern Europe,Hungary,2008,0.0,0.99,0.0,0.99
EUR,Northern Europe,Iceland,2008,3.225494307e-06,0.96,0.0,0.95
EMR,Southern Asia,Iran (Islamic Republic of),2008,1.93021740176e-07,0.98,2.78858898234e-07,0.97
EMR,Western Asia,Iraq,2008,3.77186007222e-06,0.76,1.79428741107e-06,0.64
EUR,Northern Europe,Ireland,2008,9.37468611542e-06,0.89,4.32938903206e-06,0.87
EUR,Western Asia,Israel,2008,7.04839853337e-07,0.98,4.33478404106e-07,0.97
EUR,Southern Europe,Italy,2008,8.17104335306e-05,0.9,7.25414534669e-06,0.9
AMR,Caribbean,Jamaica,2008,0.0,0.88,0.0,0.76
EMR,Western Asia,Jordan,2008,1.66388243672e-07,0.9,5.20885783638e-07,0.97
EUR,Central Asia,Kazakhstan,2008,0.000210480416839,0.99,0.000170863788809,0.99
WPR,Micronesia,Kiribati,2008,0.0,0.72,0.0,0.93
EUR,Central Asia,Kyrgyzstan,2008,7.54568914779e-07,0.99,5.73730048538e-07,0.99
EUR,Northern Europe,Latvia,2008,4.1973304978e-06,0.96,3.22375632087e-06,0.95
EMR,Western Asia,Lebanon,2008,4.38021214828e-06,0.65,7.83271283561e-06,0.55
EMR,Northern Africa,Libya,2008,1.63318101198e-07,0.98,1.66173960873e-07,0.98
EUR,Northern Europe,Lithuania,2008,0.0,0.97,3.98247710076e-06,0.97
EUR,Western Europe,Luxembourg,2008,0.0,0.96,0.0,0.96
EUR,Southern Europe,Malta,2008,7.38207140924e-06,0.78,4.96179418478e-06,0.79
AFR,Eastern Africa,Mauritius,2008,2.42324375409e-06,0.98,4.86618004866e-06,0.98
AMR,Central America,Mexico,2008,4.0009456148e-07,0.96,9.01542937706e-07,0.96
EUR,Southern Europe,Montenegro,2008,0.0,0.89,0.0,0.9
WPR,Micronesia,Nauru,2008,0.0,0.99,0.0,0.99
EUR,Western Europe,Netherlands,2008,1.21066401289e-07,0.96,6.07421598576e-08,0.96
AMR,Central America,Nicaragua,2008,0.0,0.99,0.0,0.99
WPR,Polynesia,Niue,2008,0.0,0.99,0.0,0.98
EMR,Western Asia,Oman,2008,1.50813639586e-06,0.98,6.1686746988e-06,0.97
WPR,Micronesia,Palau,2008,0.0,0.97,0.0,0.91
AMR,Central America,Panama,2008,0.0,0.96,0.0,0.95
AMR,South America,Paraguay,2008,0.0,0.91,0.0,0.91
AMR,South America,Peru,2008,0.0,0.92,0.0,0.92
EUR,Southern Europe,Portugal,2008,3.78162621272e-07,0.97,5.68682646649e-07,0.95
WPR,Eastern Asia,Republic of Korea,2008,6.39045603943e-07,0.92,7.26064857092e-07,0.92
EUR,Eastern Europe,Republic of Moldova,2008,2.43239758998e-07,0.95,7.26663210979e-07,0.96
EUR,Eastern Europe,Romania,2008,8.41783713655e-05,0.96,0.000140993369308,0.97
EUR,Eastern Europe,Russian Federation,2008,6.72008639273e-05,0.99,0.000215434740476,0.99
AMR,Caribbean,Saint Kitts and Nevis,2008,0.0,0.99,0.0,0.99
AMR,Caribbean,Saint Lucia,2008,0.0,0.99,0.0,0.94
AMR,Caribbean,Saint Vincent and the Grenadines,2008,0.0,0.99,0.0,0.99
EUR,Southern Europe,San Marino,2008,0.00159151193634,0.73,0.000167392032139,0.92
EMR,Western Asia,Saudi Arabia,2008,5.60897795447e-07,0.97,1.22682828085e-06,0.96
EUR,Southern Europe,Serbia,2008,2.52482562237e-06,0.92,4.49051788814e-06,0.95
AFR,Eastern Africa,Seychelles,2008,0.0,0.99,0.0,0.99
WPR,South-Eastern Asia,Singapore,2008,3.73223579482e-05,0.95,1.75372243434e-05,0.95
EUR,Eastern Europe,Slovakia,2008,0.0,0.99,3.70938455746e-07,0.99
EUR,Southern Europe,Slovenia,2008,0.0,0.96,4.95675233587e-07,0.96
EUR,Southern Europe,Spain,2008,1.52781651884e-06,0.98,1.52622654422e-06,0.97
SEAR,Southern Asia,Sri Lanka,2008,3.95998907244e-06,0.98,2.52349117939e-07,0.98
AMR,South America,Suriname,2008,0.0,0.86,0.0,0.85
EUR,Northern Europe,Sweden,2008,0.0,0.96,2.18499954115e-07,0.96
EMR,Western Asia,Syrian Arab Republic,2008,2.48792609466e-07,0.81,0.0,0.81
SEAR,South-Eastern Asia,Thailand,2008,9.34491400422e-06,0.98,5.13913569383e-06,0.96
EUR,Southern Europe,TFYR Macedonia,2008,6.81175709274e-06,0.98,9.26183199037e-06,0.96
WPR,Polynesia,Tonga,2008,0.0,0.74,0.0,0.77
AMR,Caribbean,Trinidad and Tobago,2008,0.0,0.91,0.0,0.91
EUR,Western Asia,Turkey,2008,1.9759935267e-06,0.97,9.26412228411e-06,0.96
EUR,Central Asia,Turkmenistan,2008,0.0,0.99,3.0875378738e-06,0.99
WPR,Polynesia,Tuvalu,2008,0.0,0.93,0.0,0.95
EUR,Eastern Europe,Ukraine,2008,7.5931249522e-05,0.94,0.000125883258521,0.97
AMR,NORTHERN AMERICA,United States of America,2008,5.254979142e-08,0.92,3.97804187187e-08,0.92
AMR,South America,Uruguay,2008,0.0,0.95,0.0,0.96
EUR,Central Asia,Uzbekistan,2008,8.9044816256e-07,0.98,7.59778385433e-06,0.98
AMR,South America,Venezuela (Bolivarian Republic of),2008,0.0,0.93,2.24064044732e-06,0.87
EUR,Southern Europe,Albania,2007,0.0,0.97,0.0,0.95
EUR,Southern Europe,Andorra,2007,0.0,0.94,0.000263883891088,0.91
AMR,Caribbean,Antigua and Barbuda,2007,0.0,0.99,0.0,0.99
AMR,South America,Argentina,2007,2.25169440004e-06,0.94,7.5583783613e-06,0.97
EUR,Western Asia,Armenia,2007,2.91152965744e-05,0.92,0.00449676233112,0.92
EUR,Western Asia,Azerbaijan,2007,4.56445929415e-07,0.75,1.46615039702e-05,0.69
AMR,Caribbean,Bahamas,2007,0.0,0.96,0.0,0.88
EMR,Western Asia,Bahrain,2007,4.8705884645e-06,0.99,3.18874161627e-06,0.99
AMR,Caribbean,Barbados,2007,0.0,0.75,0.0,0.92
EUR,Eastern Europe,Belarus,2007,7.32519469321e-07,0.99,0.000245981178271,0.97
AMR,Central America,Belize,2007,0.0,0.96,0.0,0.99
SEAR,Southern Asia,Bhutan,2007,4.40224808135e-06,0.95,1.64937323817e-05,0.9
AMR,South America,Bolivia (Plurinational State of),2007,0.0,0.86,2.15439469588e-07,0.88
EUR,Southern Europe,Bosnia and Herzegovina,2007,6.50970466772e-06,0.96,7.55503451869e-06,0.85
AMR,South America,Brazil,2007,4.53304030842e-05,0.99,8.55277951176e-06,0.99
EUR,Eastern Europe,Bulgaria,2007,1.16273231524e-05,0.96,3.23950995526e-05,0.96
AMR,NORTHERN AMERICA,Canada,2007,3.03193108542e-08,0.94,2.1464860184e-07,0.93
AMR,South America,Chile,2007,0.000257248203515,0.92,0.0,0.91
AMR,South America,Colombia,2007,4.5070778023e-08,0.93,1.36874614185e-07,0.95
WPR,Polynesia,Cook Islands,2007,0.0,0.98,0.0,0.99
AMR,Central America,Costa Rica,2007,0.0,0.9,0.0,0.9
EUR,Southern Europe,Croatia,2007,7.57382760591e-06,0.96,4.57820955381e-07,0.95
AMR,Caribbean,Cuba,2007,0.0,0.97,0.0,0.96
EUR,Western Asia,Cyprus,2007,0.0,0.87,0.0,0.87
EUR,Eastern Europe,Czech Republic,2007,3.87203317558e-07,0.98,7.78855627427e-07,0.97
EUR,Northern Europe,Denmark,2007,1.82916010455e-07,0.89,0.0,0.9
AMR,Caribbean,Dominica,2007,0.0,0.96,0.0,0.97
AMR,Caribbean,Dominican Republic,2007,0.0,0.82,2.24087722874e-06,0.81
AMR,South America,Ecuador,2007,0.0,0.98,0.0,0.97
EMR,Northern Africa,Egypt,2007,0.00014630438399,0.97,3.39170643214e-05,0.97
AMR,Central America,El Salvador,2007,0.0,0.99,3.35145352539e-07,0.98
EUR,Northern Europe,Estonia,2007,7.43920311256e-06,0.96,3.70543290573e-06,0.96
WPR,Melanesia,Fiji,2007,0.0,0.94,1.20861987696e-05,0.92
EUR,Northern Europe,Finland,2007,0.0,0.98,1.89875821213e-07,0.97
EUR,Western Asia,Georgia,2007,5.1300876219e-05,0.97,0.00010882350949,0.96
AMR,Caribbean,Grenada,2007,0.0,0.98,0.0,0.98
AMR,Central America,Guatemala,2007,0.0,0.86,8.15416410922e-07,0.95
AMR,South America,Guyana,2007,0.0,0.96,0.0,0.9
AMR,Central America,Honduras,2007,0.0,0.96,0.0,0.97
EUR,Eastern Europe,Hungary,2007,0.0,0.99,2.18287317705e-06,0.99
EUR,Northern Europe,Iceland,2007,0.0,0.95,0.0,0.95
EMR,Western Asia,Iraq,2007,1.79428741107e-06,0.64,2.59768560644e-06,0.52
EUR,Northern Europe,Ireland,2007,4.32938903206e-06,0.87,3.26040885527e-06,0.86
EUR,Western Asia,Israel,2007,4.33478404106e-07,0.97,5.92167986214e-07,0.96
EUR,Southern Europe,Italy,2007,7.25414534669e-06,0.9,3.53030212767e-06,0.88
AMR,Caribbean,Jamaica,2007,0.0,0.76,0.0,0.87
EMR,Western Asia,Jordan,2007,5.20885783638e-07,0.97,2.71236948982e-05,0.88
EUR,Central Asia,Kazakhstan,2007,0.000170863788809,0.99,0.000157725370712,0.99
EUR,Central Asia,Kyrgyzstan,2007,5.73730048538e-07,0.99,2.12904324667e-06,0.97
EUR,Northern Europe,Latvia,2007,3.22375632087e-06,0.95,5.45675295915e-06,0.98
EMR,Western Asia,Lebanon,2007,7.83271283561e-06,0.55,3.94376195453e-06,0.45
EMR,Northern Africa,Libya,2007,1.66173960873e-07,0.98,1.69286373293e-07,0.98
EUR,Northern Europe,Lithuania,2007,3.98247710076e-06,0.97,3.32775681963e-05,0.97
EUR,Western Europe,Luxembourg,2007,0.0,0.96,0.0,0.95
EUR,Southern Europe,Malta,2007,4.96179418478e-06,0.79,2.50068768911e-06,0.94
WPR,Micronesia,Marshall Islands,2007,0.0,0.94,0.0,0.96
AFR,Eastern Africa,Mauritius,2007,4.86618004866e-06,0.98,2.44357380815e-06,0.99
AMR,Central America,Mexico,2007,9.01542937706e-07,0.96,6.64375111215e-07,0.96
WPR,Micronesia,Micronesia (Federated States of),2007,0.0,0.92,0.0,0.83
EUR,Southern Europe,Montenegro,2007,0.0,0.9,0.0,0.9
WPR,Micronesia,Nauru,2007,0.0,0.99,0.0,0.97
EUR,Western Europe,Netherlands,2007,6.07421598576e-08,0.96,6.70686313304e-07,0.96
WPR,Australia/New Zealand,New Zealand,2007,2.35959245119e-06,0.79,1.91041126378e-06,0.82
AMR,Central America,Nicaragua,2007,0.0,0.99,0.0,0.99
EMR,Western Asia,Oman,2007,6.1686746988e-06,0.97,4.30801525821e-06,0.96
WPR,Micronesia,Palau,2007,0.0,0.91,0.0,0.98
AMR,Central America,Panama,2007,0.0,0.95,0.0,0.95
AMR,South America,Paraguay,2007,0.0,0.91,0.0,0.91
AMR,South America,Peru,2007,0.0,0.92,2.60107706773e-05,0.93
EUR,Eastern Europe,Poland,2007,0.000594539895211,0.98,0.000537127495792,0.99
EUR,Southern Europe,Portugal,2007,5.68682646649e-07,0.95,8.55793149091e-07,0.97
EMR,Western Asia,Qatar,2007,2.20533351428e-05,0.92,3.43972886843e-05,0.99
WPR,Eastern Asia,Republic of Korea,2007,7.26064857092e-07,0.92,3.7577001539e-07,0.99
EUR,Eastern Europe,Republic of Moldova,2007,7.26663210979e-07,0.96,3.37784855175e-06,0.96
EUR,Eastern Europe,Romania,2007,0.000140993369308,0.97,0.000168018643798,0.95
EUR,Eastern Europe,Russian Federation,2007,0.000215434740476,0.99,0.000929890320396,0.99
AMR,Caribbean,Saint Kitts and Nevis,2007,0.0,0.99,0.0,0.99
AMR,Caribbean,Saint Lucia,2007,0.0,0.94,0.0,0.94
AMR,Caribbean,Saint Vincent and the Grenadines,2007,0.0,0.99,0.0,0.99
EUR,Southern Europe,San Marino,2007,0.000167392032139,0.92,0.0,0.94
EMR,Western Asia,Saudi Arabia,2007,1.22682828085e-06,0.96,9.04799726514e-07,0.95
EUR,Southern Europe,Serbia,2007,4.49051788814e-06,0.95,8.41092502698e-06,0.88
AFR,Eastern Africa,Seychelles,2007,0.0,0.99,0.0,0.99
WPR,South-Eastern Asia,Singapore,2007,1.75372243434e-05,0.95,1.95031465076e-05,0.93
EUR,Eastern Europe,Slovakia,2007,3.70938455746e-07,0.99,3.71213850731e-07,0.98
EUR,Southern Europe,Slovenia,2007,4.95675233587e-07,0.96,4.98611367342e-07,0.96
EUR,Southern Europe,Spain,2007,1.52622654422e-06,0.97,1.95339118814e-06,0.97
SEAR,Southern Asia,Sri Lanka,2007,2.52349117939e-07,0.98,1.01665173883e-07,0.99
AMR,South America,Suriname,2007,0.0,0.85,0.0,0.83
EUR,Northern Europe,Sweden,2007,2.18499954115e-07,0.96,2.20088585656e-07,0.97
EMR,Western Asia,Syrian Arab Republic,2007,0.0,0.81,1.60186243205e-06,0.81
SEAR,South-Eastern Asia,Thailand,2007,5.13913569383e-06,0.96,7.52555856494e-06,0.96
EUR,Southern Europe,TFYR Macedonia,2007,9.26183199037e-06,0.96,1.36763491963e-05,0.94
WPR,Polynesia,Tonga,2007,0.0,0.77,0.0,0.78
AMR,Caribbean,Trinidad and Tobago,2007,0.0,0.91,0.0,0.89
EUR,Western Asia,Turkey,2007,9.26412228411e-06,0.96,1.5399233124e-05,0.98
WPR,Polynesia,Tuvalu,2007,0.0,0.95,0.0,0.84
EUR,Eastern Europe,Ukraine,2007,0.000125883258521,0.97,0.000324841213589,0.98
AMR,NORTHERN AMERICA,United States of America,2007,3.97804187187e-08,0.92,3.68064674451e-08,0.92
AMR,South America,Uruguay,2007,0.0,0.96,0.0,0.94
EUR,Central Asia,Uzbekistan,2007,7.59778385433e-06,0.98,1.15840635294e-05,0.98
AMR,South America,Venezuela (Bolivarian Republic of),2007,2.24064044732e-06,0.87,6.90637417927e-06,0.82
EUR,Southern Europe,Albania,2006,0.0,0.95,0.0,0.97
EUR,Southern Europe,Andorra,2006,0.000263883891088,0.91,0.0,0.94
AMR,Caribbean,Antigua and Barbuda,2006,0.0,0.99,0.0,0.99
AMR,South America,Argentina,2006,7.5583783613e-06,0.97,0.0,0.98
EUR,Western Asia,Armenia,2006,0.00449676233112,0.92,0.000205643930851,0.94
EUR,Western Asia,Azerbaijan,2006,1.46615039702e-05,0.69,0.00011969544807,0.67
AMR,Caribbean,Bahamas,2006,0.0,0.88,0.0,0.85
EMR,Western Asia,Bahrain,2006,3.18874161627e-06,0.99,8.07372463985e-06,0.99
AMR,Caribbean,Barbados,2006,0.0,0.92,0.0,0.93
EUR,Eastern Europe,Belarus,2006,0.000245981178271,0.97,0.000395410253697,0.99
AMR,Central America,Belize,2006,0.0,0.99,0.0,0.95
AMR,South America,Bolivia (Plurinational State of),2006,2.15439469588e-07,0.88,8.76672938531e-07,0.89
EUR,Southern Europe,Bosnia and Herzegovina,2006,7.55503451869e-06,0.85,1.12172547465e-05,0.9
AMR,South America,Brazil,2006,8.55277951176e-06,0.99,1.23621041766e-06,0.98
EUR,Eastern Europe,Bulgaria,2006,3.23950995526e-05,0.96,0.000256162944624,0.96
AMR,NORTHERN AMERICA,Canada,2006,2.1464860184e-07,0.93,9.92053342708e-06,0.94
AMR,South America,Chile,2006,0.0,0.91,2.91987671908e-06,0.9
AMR,South America,Colombia,2006,1.36874614185e-07,0.95,1.96369973968e-06,0.96
AMR,Central America,Costa Rica,2006,0.0,0.9,0.0,0.89
EUR,Southern Europe,Croatia,2006,4.57820955381e-07,0.95,6.85235012768e-07,0.96
AMR,Caribbean,Cuba,2006,0.0,0.96,0.0,0.98
EUR,Western Asia,Cyprus,2006,0.0,0.87,0.0,0.86
EUR,Eastern Europe,Czech Republic,2006,7.78855627427e-07,0.97,7.81946421031e-07,0.97
EUR,Northern Europe,Denmark,2006,0.0,0.9,0.0,0.95
AMR,Caribbean,Dominica,2006,0.0,0.97,0.0,0.98
AMR,Caribbean,Dominican Republic,2006,2.24087722874e-06,0.81,6.49521465061e-07,0.79
AMR,South America,Ecuador,2006,0.0,0.97,0.0,0.93
EMR,Northern Africa,Egypt,2006,3.39170643214e-05,0.97,6.93868815027e-06,0.97
