WHO_REGION,region,country,year,percent_incidence,coverage,prev_percent_incidence,prev_coverage
AMR,Central America,El Salvador,2006,3.35145352539e-07,0.98,0.0,0.99
EUR,Northern Europe,Estonia,2006,3.70543290573e-06,0.96,4.42588849712e-06,0.96
WPR,Melanesia,Fiji,2006,1.20861987696e-05,0.92,0.0,0.9
EUR,Northern Europe,Finland,2006,1.89875821213e-07,0.97,0.0,0.97
EUR,Western Asia,Georgia,2006,0.00010882350949,0.96,0.000411371827845,0.9
AMR,Caribbean,Grenada,2006,0.0,0.98,0.0,0.99
AMR,Central America,Guatemala,2006,8.15416410922e-07,0.95,3.03409334843e-07,0.93
AMR,South America,Guyana,2006,0.0,0.9,0.0,0.92
AMR,Central America,Honduras,2006,0.0,0.97,0.0,0.96
EUR,Eastern Europe,Hungary,2006,2.18287317705e-06,0.99,3.16958466555e-06,0.99
EUR,Northern Europe,Iceland,2006,0.0,0.95,0.0,0.9
EMR,Western Asia,Iraq,2006,2.59768560644e-06,0.52,3.66426318145e-06,0.58
EUR,Northern Europe,Ireland,2006,3.26040885527e-06,0.86,4.04405642648e-06,0.84
EUR,Western Asia,Israel,2006,5.92167986214e-07,0.96,3.48290650062e-06,0.94
EUR,Southern Europe,Italy,2006,3.53030212767e-06,0.88,2.91523518958e-06,0.87
AMR,Caribbean,Jamaica,2006,0.0,0.87,0.0,0.84
EMR,Western Asia,Jordan,2006,2.71236948982e-05,0.88,0.00260248491463,0.92
EUR,Central Asia,Kazakhstan,2006,0.000157725370712,0.99,0.000568414580873,0.99
EUR,Central Asia,Kyrgyzstan,2006,2.12904324667e-06,0.97,1.95485458814e-07,0.99
EUR,Northern Europe,Latvia,2006,5.45675295915e-06,0.98,1.57122591535e-05,0.98
EMR,Western Asia,Lebanon,2006,3.94376195453e-06,0.45,3.26070325845e-06,0.63
EMR,Northern Africa,Libya,2006,1.69286373293e-07,0.98,1.72368026421e-06,0.97
EUR,Northern Europe,Lithuania,2006,3.32775681963e-05,0.97,3.52947862422e-05,0.97
EUR,Southern Europe,Malta,2006,2.50068768911e-06,0.94,1.51099247022e-05,0.86
WPR,Micronesia,Marshall Islands,2006,0.0,0.96,0.0,0.86
AFR,Eastern Africa,Mauritius,2006,2.44357380815e-06,0.99,2.45497172691e-06,0.98
AMR,Central America,Mexico,2006,6.64375111215e-07,0.96,3.46248051557e-07,0.96
WPR,Micronesia,Micronesia (Federated States of),2006,0.0,0.83,0.0,0.96
EUR,Western Europe,Netherlands,2006,6.70686313304e-07,0.96,2.22880113155e-05,0.95
WPR,Australia/New Zealand,New Zealand,2006,1.91041126378e-06,0.82,3.1441217017e-06,0.82
AMR,Central America,Nicaragua,2006,0.0,0.99,8.73714756299e-06,0.96
EUR,Northern Europe,Norway,2006,4.28530718153e-07,0.92,2.16244737144e-07,0.9
EMR,Western Asia,Oman,2006,4.30801525821e-06,0.96,8.77581385701e-06,0.98
WPR,Micronesia,Palau,2006,0.0,0.98,0.0,0.98
AMR,Central America,Panama,2006,0.0,0.95,0.0,0.99
AMR,South America,Paraguay,2006,0.0,0.91,3.45095928041e-07,0.91
AMR,South America,Peru,2006,2.60107706773e-05,0.93,0.000132993316651,0.77
EUR,Eastern Europe,Poland,2006,0.000537127495792,0.99,0.000206585410432,0.98
EUR,Southern Europe,Portugal,2006,8.55793149091e-07,0.97,2.1660119331e-05,0.93
EMR,Western Asia,Qatar,2006,3.43972886843e-05,0.99,4.30148640252e-05,0.99
WPR,Eastern Asia,Republic of Korea,2006,3.7577001539e-07,0.99,2.52069808213e-07,0.99
EUR,Eastern Europe,Republic of Moldova,2006,3.37784855175e-06,0.96,7.69654449204e-06,0.97
EUR,Eastern Europe,Romania,2006,0.000168018643798,0.95,0.000317690616706,0.97
EUR,Eastern Europe,Russian Federation,2006,0.000929890320396,0.99,0.00100948618313,0.99
AMR,Caribbean,Saint Kitts and Nevis,2006,0.0,0.99,0.0,0.99
AMR,Caribbean,Saint Lucia,2006,0.0,0.94,0.0,0.94
AMR,Caribbean,Saint Vincent and the Grenadines,2006,0.0,0.99,0.0,0.97
WPR,Polynesia,Samoa,2006,0.0,0.54,0.0,0.57
EUR,Southern Europe,San Marino,2006,0.0,0.94,3.41997264022e-05,0.94
EMR,Western Asia,Saudi Arabia,2006,9.04799726514e-07,0.95,7.27412919581e-07,0.97
EUR,Southern Europe,Serbia,2006,8.41092502698e-06,0.88,1.66545295422e-05,0.96
AFR,Eastern Africa,Seychelles,2006,0.0,0.99,0.0,0.99
WPR,South-Eastern Asia,Singapore,2006,1.95031465076e-05,0.93,3.09196023606e-05,0.96
EUR,Eastern Europe,Slovakia,2006,3.71213850731e-07,0.98,1.85694469462e-07,0.98
EUR,Southern Europe,Slovenia,2006,4.98611367342e-07,0.96,0.0,0.94
EUR,Southern Europe,Spain,2006,1.95339118814e-06,0.97,1.34991047722e-05,0.97
SEAR,Southern Asia,Sri Lanka,2006,1.01665173883e-07,0.99,8.19403054632e-07,0.99
AMR,South America,Suriname,2006,0.0,0.83,0.0,0.91
EUR,Northern Europe,Sweden,2006,2.20088585656e-07,0.97,0.0,0.96
EMR,Western Asia,Syrian Arab Republic,2006,1.60186243205e-06,0.81,2.20594236755e-07,0.81
SEAR,South-Eastern Asia,Thailand,2006,7.52555856494e-06,0.96,5.79983259436e-06,0.96
EUR,Southern Europe,TFYR Macedonia,2006,1.36763491963e-05,0.94,1.51745811081e-05,0.96
WPR,Polynesia,Tonga,2006,0.0,0.78,0.0,0.81
AMR,Caribbean,Trinidad and Tobago,2006,0.0,0.89,0.0,0.93
WPR,Polynesia,Tuvalu,2006,0.0,0.84,0.0,0.62
EUR,Eastern Europe,Ukraine,2006,0.000324841213589,0.98,0.000475432260199,0.96
AMR,NORTHERN AMERICA,United States of America,2006,3.68064674451e-08,0.92,3.71446389278e-08,0.92
AMR,South America,Uruguay,2006,0.0,0.94,0.0,0.95
AMR,South America,Venezuela (Bolivarian Republic of),2006,6.90637417927e-06,0.82,3.07443800917e-05,0.76
EUR,Southern Europe,Albania,2005,0.0,0.97,0.0,0.96
EUR,Southern Europe,Andorra,2005,0.0,0.94,0.0,0.98
AMR,Caribbean,Antigua and Barbuda,2005,0.0,0.99,0.0,0.97
AMR,South America,Argentina,2005,0.0,0.98,1.54923547811e-07,0.99
EUR,Western Asia,Armenia,2005,0.000205643930851,0.94,0.000242235573269,0.92
WPR,Australia/New Zealand,Australia,2005,1.52903087064e-06,0.94,2.20159836041e-06,0.94
EUR,Western Asia,Azerbaijan,2005,0.00011969544807,0.67,0.000684596577017,0.67
AMR,Caribbean,Bahamas,2005,0.0,0.85,0.0,0.89
EMR,Western Asia,Bahrain,2005,8.07372463985e-06,0.99,2.47527815938e-06,0.99
AMR,Caribbean,Barbados,2005,0.0,0.93,0.0,0.98
EUR,Eastern Europe,Belarus,2005,0.000395410253697,0.99,0.000463293862594,0.99
AMR,Central America,Belize,2005,0.0,0.95,0.0,0.97
AMR,South America,Bolivia (Plurinational State of),2005,8.76672938531e-07,0.89,1.33812978521e-06,0.9
EUR,Southern Europe,Bosnia and Herzegovina,2005,1.12172547465e-05,0.9,1.12392736815e-05,0.88
AMR,South America,Brazil,2005,1.23621041766e-06,0.98,1.71398151135e-06,0.97
WPR,South-Eastern Asia,Brunei Darussalam,2005,0.0,0.98,0.0,0.99
EUR,Eastern Europe,Bulgaria,2005,0.000256162944624,0.96,6.12186383632e-05,0.95
AMR,South America,Chile,2005,2.91987671908e-06,0.9,1.88523683602e-07,0.94
AMR,South America,Colombia,2005,1.96369973968e-06,0.96,1.05326822107e-06,0.94
AMR,Central America,Costa Rica,2005,0.0,0.89,0.0,0.88
EUR,Southern Europe,Croatia,2005,6.85235012768e-07,0.96,4.56095141447e-07,0.96
AMR,Caribbean,Cuba,2005,0.0,0.98,1.60132661013e-06,0.99
EUR,Western Asia,Cyprus,2005,0.0,0.86,5.90650010336e-06,0.86
EUR,Eastern Europe,Czech Republic,2005,7.81946421031e-07,0.97,3.03561758661e-06,0.97
EUR,Northern Europe,Denmark,2005,0.0,0.95,0.0,0.96
AMR,Caribbean,Dominica,2005,0.0,0.98,0.0,0.99
AMR,Caribbean,Dominican Republic,2005,6.49521465061e-07,0.79,7.68977260244e-07,0.81
AMR,South America,Ecuador,2005,0.0,0.93,5.84767184938e-06,0.99
EMR,Northern Africa,Egypt,2005,6.93868815027e-06,0.97,2.44578277074e-07,0.96
AMR,Central America,El Salvador,2005,0.0,0.99,1.68773807655e-07,0.93
EUR,Northern Europe,Estonia,2005,4.42588849712e-06,0.96,1.61343551758e-05,0.96
WPR,Melanesia,Fiji,2005,0.0,0.9,2.44391221467e-06,0.88
EUR,Northern Europe,Finland,2005,0.0,0.97,0.0,0.97
EUR,Western Asia,Georgia,2005,0.000411371827845,0.9,0.00106289397141,0.86
EUR,Southern Europe,Greece,2005,1.44539218007e-06,0.96,1.81032500765e-07,0.95
AMR,Caribbean,Grenada,2005,0.0,0.99,0.0,0.74
AMR,Central America,Guatemala,2005,3.03409334843e-07,0.93,2.7955280869e-06,0.95
AMR,South America,Guyana,2005,0.0,0.92,0.0,0.88
AMR,Central America,Honduras,2005,0.0,0.96,1.48074659243e-07,0.92
EUR,Eastern Europe,Hungary,2005,3.16958466555e-06,0.99,3.55829324488e-06,0.99
EUR,Northern Europe,Iceland,2005,0.0,0.9,0.0,0.93
EMR,Western Asia,Iraq,2005,3.66426318145e-06,0.58,1.45513787146e-05,0.41
EUR,Northern Europe,Ireland,2005,4.04405642648e-06,0.84,1.18938678616e-05,0.81
EUR,Western Asia,Israel,2005,3.48290650062e-06,0.94,1.70014142085e-06,0.97
EUR,Southern Europe,Italy,2005,2.91523518958e-06,0.87,6.22125774637e-06,0.86
AMR,Caribbean,Jamaica,2005,0.0,0.84,0.0,0.86
EMR,Western Asia,Jordan,2005,0.00260248491463,0.92,0.00147864406386,0.98
EUR,Central Asia,Kazakhstan,2005,0.000568414580873,0.99,0.000987481096109,0.99
WPR,Micronesia,Kiribati,2005,0.0,0.85,0.0,0.56
EMR,Western Asia,Kuwait,2005,3.31330623785e-05,0.99,3.0004523759e-05,0.97
EUR,Central Asia,Kyrgyzstan,2005,1.95485458814e-07,0.99,1.37862578582e-06,0.99
EUR,Northern Europe,Latvia,2005,1.57122591535e-05,0.98,2.30400453712e-05,0.98
EMR,Western Asia,Lebanon,2005,3.26070325845e-06,0.63,3.1061768916e-05,0.58
EMR,Northern Africa,Libya,2005,1.72368026421e-06,0.97,5.26018635087e-06,0.99
EUR,Northern Europe,Lithuania,2005,3.52947862422e-05,0.97,2.75411933333e-05,0.98
EUR,Southern Europe,Malta,2005,1.51099247022e-05,0.86,0.0,0.94
AMR,Central America,Mexico,2005,3.46248051557e-07,0.96,6.45680838576e-06,0.96
WPR,Micronesia,Micronesia (Federated States of),2005,0.0,0.96,0.0,0.85
EUR,Western Europe,Netherlands,2005,2.22880113155e-05,0.95,2.83017707064e-06,0.96
WPR,Australia/New Zealand,New Zealand,2005,3.1441217017e-06,0.82,6.12928375642e-06,0.83
AMR,Central America,Nicaragua,2005,8.73714756299e-06,0.96,1.13000734505e-06,0.84
WPR,Polynesia,Niue,2005,0.0,0.99,0.0,0.99
EUR,Northern Europe,Norway,2005,2.16244737144e-07,0.9,4.35802006432e-07,0.89
EMR,Western Asia,Oman,2005,8.77581385701e-06,0.98,3.6761852634e-06,0.98
WPR,Micronesia,Palau,2005,0.0,0.98,0.0,0.99
AMR,Central America,Panama,2005,0.0,0.99,0.0,0.97
AMR,South America,Paraguay,2005,3.45095928041e-07,0.91,1.75323559629e-07,0.91
AMR,South America,Peru,2005,0.000132993316651,0.77,6.44955723918e-05,0.85
EUR,Eastern Europe,Poland,2005,0.000206585410432,0.98,0.000126305048145,0.97
EUR,Southern Europe,Portugal,2005,2.1660119331e-05,0.93,7.66103740023e-07,0.95
WPR,Eastern Asia,Republic of Korea,2005,2.52069808213e-07,0.99,3.16987687142e-07,0.99
EUR,Eastern Europe,Republic of Moldova,2005,7.69654449204e-06,0.97,4.08029051668e-05,0.96
EUR,Eastern Europe,Romania,2005,0.000317690616706,0.97,0.00219868831308,0.97
EUR,Eastern Europe,Russian Federation,2005,0.00100948618313,0.99,0.00101510712949,0.98
AMR,Caribbean,Saint Kitts and Nevis,2005,0.0,0.99,0.0,0.98
AMR,Caribbean,Saint Lucia,2005,0.0,0.94,0.0,0.95
AMR,Caribbean,Saint Vincent and the Grenadines,2005,0.0,0.97,0.0,0.99
WPR,Polynesia,Samoa,2005,0.0,0.57,0.0,0.25
EUR,Southern Europe,San Marino,2005,3.41997264022e-05,0.94,3.46140533056e-05,0.98
EMR,Western Asia,Saudi Arabia,2005,7.27412919581e-07,0.97,9.14549104428e-07,0.97
EUR,Southern Europe,Serbia,2005,1.66545295422e-05,0.96,3.28455284553e-05,0.89
AFR,Eastern Africa,Seychelles,2005,0.0,0.99,0.0,0.99
WPR,South-Eastern Asia,Singapore,2005,3.09196023606e-05,0.96,3.22268772156e-05,0.95
EUR,Eastern Europe,Slovakia,2005,1.85694469462e-07,0.98,5.57181700667e-07,0.99
EUR,Southern Europe,Slovenia,2005,0.0,0.94,5.02280352802e-07,0.94
SEAR,Southern Asia,Sri Lanka,2005,8.19403054632e-07,0.99,3.09688927795e-07,0.96
AMR,South America,Suriname,2005,0.0,0.91,0.0,0.86
EUR,Northern Europe,Sweden,2005,0.0,0.96,0.0,0.96
EMR,Western Asia,Syrian Arab Republic,2005,2.20594236755e-07,0.81,2.65958801284e-06,0.82
SEAR,South-Eastern Asia,Thailand,2005,5.79983259436e-06,0.96,5.79470654322e-06,0.96
EUR,Southern Europe,TFYR Macedonia,2005,1.51745811081e-05,0.96,1.61888502973e-05,0.96
WPR,Polynesia,Tonga,2005,0.0,0.81,0.0,0.84
AMR,Caribbean,Trinidad and Tobago,2005,0.0,0.93,0.0,0.95
EUR,Eastern Europe,Ukraine,2005,0.000475432260199,0.96,0.000670654321897,0.99
EMR,Western Asia,United Arab Emirates,2005,9.59397409181e-06,0.92,2.51512217206e-06,0.94
AMR,NORTHERN AMERICA,United States of America,2005,3.71446389278e-08,0.92,3.40679647038e-08,0.93
AMR,South America,Uruguay,2005,0.0,0.95,0.0,0.95
AMR,South America,Venezuela (Bolivarian Republic of),2005,3.07443800917e-05,0.76,3.64818153351e-06,0.8
EUR,Southern Europe,Albania,2004,0.0,0.96,2.88734540671e-06,0.93
EUR,Southern Europe,Andorra,2004,0.0,0.98,0.0,0.96
AMR,Caribbean,Antigua and Barbuda,2004,0.0,0.97,0.0,0.99
AMR,South America,Argentina,2004,1.54923547811e-07,0.99,2.08825596171e-07,0.97
EUR,Western Asia,Armenia,2004,0.000242235573269,0.92,0.000109668622918,0.94
WPR,Australia/New Zealand,Australia,2004,2.20159836041e-06,0.94,2.83756079221e-06,0.94
EUR,Western Asia,Azerbaijan,2004,0.000684596577017,0.67,0.000126022213356,0.67
AMR,Caribbean,Bahamas,2004,0.0,0.89,0.0,0.9
EMR,Western Asia,Bahrain,2004,2.47527815938e-06,0.99,9.19117647059e-06,0.99
AMR,Caribbean,Barbados,2004,0.0,0.98,0.0,0.9
EUR,Eastern Europe,Belarus,2004,0.000463293862594,0.99,0.000166516033701,0.99
EUR,Western Europe,Belgium,2004,3.6215861785e-06,0.82,5.56292483242e-06,0.82
AMR,Central America,Belize,2004,0.0,0.97,0.0,0.96
AMR,South America,Bolivia (Plurinational State of),2004,1.33812978521e-06,0.9,4.65358064655e-06,0.96
EUR,Southern Europe,Bosnia and Herzegovina,2004,1.12392736815e-05,0.88,1.20503705489e-05,0.84
AMR,South America,Brazil,2004,1.71398151135e-06,0.97,3.06599224277e-06,0.97
WPR,South-Eastern Asia,Brunei Darussalam,2004,0.0,0.99,2.86073921501e-06,0.98
EUR,Eastern Europe,Bulgaria,2004,6.12186383632e-05,0.95,3.22868300483e-05,0.96
AMR,South America,Chile,2004,1.88523683602e-07,0.94,1.27151482554e-07,0.96
AMR,South America,Colombia,2004,1.05326822107e-06,0.94,1.11500836849e-06,0.93
AMR,Central America,Costa Rica,2004,0.0,0.88,0.0,0.89
EUR,Southern Europe,Croatia,2004,4.56095141447e-07,0.96,4.55550772272e-07,0.95
AMR,Caribbean,Cuba,2004,1.60132661013e-06,0.99,0.0,0.99
EUR,Western Asia,Cyprus,2004,5.90650010336e-06,0.86,0.0,0.86
EUR,Eastern Europe,Czech Republic,2004,3.03561758661e-06,0.97,2.74191258195e-06,0.97
AMR,Caribbean,Dominica,2004,0.0,0.99,0.0,0.99
AMR,South America,Ecuador,2004,5.84767184938e-06,0.99,7.07320009632e-06,0.99
EMR,Northern Africa,Egypt,2004,2.44578277074e-07,0.96,3.61257524987e-06,0.97
AMR,Central America,El Salvador,2004,1.68773807655e-07,0.93,5.08394439521e-07,0.9
EUR,Northern Europe,Estonia,2004,1.61343551758e-05,0.96,3.49627428272e-05,0.95
WPR,Melanesia,Fiji,2004,2.44391221467e-06,0.88,7.95954104062e-05,0.86
EUR,Northern Europe,Finland,2004,0.0,0.97,0.0,0.97
AMR,Caribbean,Grenada,2004,0.0,0.74,0.0,0.99
AMR,Central America,Guatemala,2004,2.7955280869e-06,0.95,3.97666493019e-07,0.94
AMR,South America,Guyana,2004,0.0,0.88,0.0,0.89
AMR,Central America,Honduras,2004,1.48074659243e-07,0.92,1.50913782956e-07,0.95
EUR,Eastern Europe,Hungary,2004,3.55829324488e-06,0.99,4.63443662507e-06,0.99
EUR,Northern Europe,Iceland,2004,0.0,0.93,0.0,0.93
EUR,Northern Europe,Ireland,2004,1.18938678616e-05,0.81,1.4352918468e-05,0.78
EUR,Western Asia,Israel,2004,1.70014142085e-06,0.97,1.10223028425e-06,0.96
EUR,Southern Europe,Italy,2004,6.22125774637e-06,0.86,2.45508775559e-05,0.84
AMR,Caribbean,Jamaica,2004,0.0,0.86,0.0,0.78
WPR,Eastern Asia,Japan,2004,2.20393793383e-05,0.98,2.208278785e-05,0.98
EMR,Western Asia,Jordan,2004,0.00147864406386,0.98,1.18987653048e-06,0.91
EUR,Central Asia,Kyrgyzstan,2004,1.37862578582e-06,0.99,9.89928467769e-07,0.99
EUR,Northern Europe,Latvia,2004,2.30400453712e-05,0.98,0.000135114453748,0.98
EMR,Western Asia,Lebanon,2004,3.1061768916e-05,0.58,1.62098199089e-06,0.53
EUR,Northern Europe,Lithuania,2004,2.75411933333e-05,0.98,4.99114805213e-05,0.98
EUR,Southern Europe,Malta,2004,0.0,0.94,1.01814849696e-05,0.9
AMR,Central America,Mexico,2004,6.45680838576e-06,0.96,3.27444263841e-07,0.96
WPR,Micronesia,Micronesia (Federated States of),2004,0.0,0.85,0.0,0.91
EUR,Western Europe,Netherlands,2004,2.83017707064e-06,0.96,6.18527878907e-08,0.96
WPR,Australia/New Zealand,New Zealand,2004,6.12928375642e-06,0.83,6.96482762052e-06,0.84
AMR,Central America,Nicaragua,2004,1.13000734505e-06,0.84,9.54038253118e-07,0.93
WPR,Polynesia,Niue,2004,0.0,0.99,0.0227272727273,0.85
EUR,Northern Europe,Norway,2004,4.35802006432e-07,0.89,2.19252567996e-07,0.86
EMR,Western Asia,Oman,2004,3.6761852634e-06,0.98,4.19273148071e-07,0.98
AMR,Central America,Panama,2004,0.0,0.97,0.0,0.95
AMR,South America,Paraguay,2004,1.75323559629e-07,0.91,1.96150108328e-06,0.91
AMR,South America,Peru,2004,6.44955723918e-05,0.85,1.21762256225e-05,0.95
EUR,Eastern Europe,Poland,2004,0.000126305048145,0.97,0.00027536180247,0.97
EUR,Southern Europe,Portugal,2004,7.66103740023e-07,0.95,1.34578634296e-06,0.96
WPR,Eastern Asia,Republic of Korea,2004,3.16987687142e-07,0.99,1.70056278e-07,0.96
EUR,Eastern Europe,Republic of Moldova,2004,4.08029051668e-05,0.96,0.000121773190242,0.96
EUR,Eastern Europe,Romania,2004,0.00219868831308,0.97,0.00554154049274,0.97
EUR,Eastern Europe,Russian Federation,2004,0.00101510712949,0.98,0.000865847783784,0.98
AMR,Caribbean,Saint Kitts and Nevis,2004,0.0,0.98,0.0,0.98
AMR,Caribbean,Saint Lucia,2004,0.0,0.95,0.0,0.9
EUR,Southern Europe,San Marino,2004,3.46140533056e-05,0.98,0.0,0.91
EMR,Western Asia,Saudi Arabia,2004,9.14549104428e-07,0.97,9.41865896277e-07,0.96
EUR,Southern Europe,Serbia,2004,3.28455284553e-05,0.89,3.58204446267e-05,0.87
AFR,Eastern Africa,Seychelles,2004,0.0,0.99,0.0,0.99
WPR,South-Eastern Asia,Singapore,2004,3.22268772156e-05,0.95,2.06837385857e-05,0.93
EUR,Eastern Europe,Slovakia,2004,5.57181700667e-07,0.99,1.85717230659e-07,0.99
EUR,Southern Europe,Slovenia,2004,5.02280352802e-07,0.94,4.02353769552e-06,0.94
SEAR,Southern Asia,Sri Lanka,2004,3.09688927795e-07,0.96,1.769264033e-06,0.99
AMR,South America,Suriname,2004,0.0,0.86,0.0,0.69
EUR,Northern Europe,Sweden,2004,0.0,0.96,0.0,0.95
EMR,Western Asia,Syrian Arab Republic,2004,2.65958801284e-06,0.82,6.47236473625e-06,0.83
SEAR,South-Eastern Asia,Thailand,2004,5.79470654322e-06,0.96,7.55971597067e-06,0.96
EUR,Southern Europe,TFYR Macedonia,2004,1.61888502973e-05,0.96,2.55657654734e-05,0.96
WPR,Polynesia,Tonga,2004,0.0,0.84,0.0,0.85
AMR,Caribbean,Trinidad and Tobago,2004,0.0,0.95,0.0,0.88
EUR,Eastern Europe,Ukraine,2004,0.000670654321897,0.99,0.000425339997225,0.99
EMR,Western Asia,United Arab Emirates,2004,2.51512217206e-06,0.94,1.65480721496e-05,0.94
AMR,NORTHERN AMERICA,United States of America,2004,3.40679647038e-08,0.93,2.40545298322e-08,0.93
AMR,South America,Uruguay,2004,0.0,0.95,0.0,0.95
AMR,South America,Venezuela (Bolivarian Republic of),2004,3.64818153351e-06,0.8,1.39224327131e-06,0.83
EUR,Southern Europe,Albania,2003,2.88734540671e-06,0.93,3.84232383746e-06,0.96
AMR,Caribbean,Antigua and Barbuda,2003,0.0,0.99,0.0,0.99
AMR,South America,Argentina,2003,2.08825596171e-07,0.97,8.88374174968e-05,0.95
EUR,Western Asia,Armenia,2003,0.000109668622918,0.94,0.000432521125605,0.91
WPR,Australia/New Zealand,Australia,2003,2.83756079221e-06,0.94,1.2964791623e-05,0.94
EMR,Western Asia,Bahrain,2003,9.19117647059e-06,0.99,0.0,0.99
EUR,Eastern Europe,Belarus,2003,0.000166516033701,0.99,0.000526471127033,0.99
EUR,Western Europe,Belgium,2003,5.56292483242e-06,0.82,7.71857310598e-07,0.82
AMR,Central America,Belize,2003,0.0,0.96,0.0,0.88
AMR,South America,Bolivia (Plurinational State of),2003,4.65358064655e-06,0.96,1.4907538592e-05,0.91
EUR,Southern Europe,Bosnia and Herzegovina,2003,1.20503705489e-05,0.84,1.7330339911e-05,0.89
AMR,South America,Brazil,2003,3.06599224277e-06,0.97,6.93747911783e-06,0.96
EUR,Eastern Europe,Bulgaria,2003,3.22868300483e-05,0.96,0.000102298605181,0.92
AMR,NORTHERN AMERICA,Canada,2003,3.48138833969e-07,0.95,5.11368848113e-07,0.95
AMR,South America,Chile,2003,1.27151482554e-07,0.96,1.84630626168e-05,0.95
AMR,South America,Colombia,2003,1.11500836849e-06,0.93,2.90095685873e-05,0.93
EUR,Southern Europe,Croatia,2003,4.55550772272e-07,0.95,2.27439688681e-06,0.95
AMR,Caribbean,Cuba,2003,0.0,0.99,0.0,0.98
EUR,Western Asia,Cyprus,2003,0.0,0.86,0.0,0.86
EUR,Eastern Europe,Czech Republic,2003,2.74191258195e-06,0.97,0.000308649219575,0.98
AMR,Caribbean,Dominica,2003,0.0,0.99,0.0,0.99
AMR,South America,Ecuador,2003,7.07320009632e-06,0.99,2.07312389937e-05,0.99
EMR,Northern Africa,Egypt,2003,3.61257524987e-06,0.97,3.86412332138e-06,0.96
EUR,Northern Europe,Estonia,2003,3.49627428272e-05,0.95,6.94273688474e-05,0.95
WPR,Melanesia,Fiji,2003,7.95954104062e-05,0.86,7.7235224166e-05,0.85
EUR,Northern Europe,Finland,2003,0.0,0.97,7.69137585254e-07,0.96
AMR,Caribbean,Grenada,2003,0.0,0.99,0.0,0.96
AMR,Central America,Guatemala,2003,3.97666493019e-07,0.94,1.54821340248e-06,0.92
AMR,South America,Guyana,2003,0.0,0.89,0.0,0.93
AMR,Central America,Honduras,2003,1.50913782956e-07,0.95,7.69349130635e-07,0.97
EUR,Eastern Europe,Hungary,2003,4.63443662507e-06,0.99,4.130565199e-06,0.99
EUR,Northern Europe,Ireland,2003,1.4352918468e-05,0.78,7.81208655792e-06,0.73
EUR,Western Asia,Israel,2003,1.10223028425e-06,0.96,1.6025076039e-07,0.95
EUR,Southern Europe,Italy,2003,2.45508775559e-05,0.84,0.000101117530831,0.81
AMR,Caribbean,Jamaica,2003,0.0,0.78,0.0,0.86
WPR,Eastern Asia,Japan,2003,2.208278785e-05,0.98,2.02852272456e-05,0.98
EMR,Western Asia,Jordan,2003,1.18987653048e-06,0.91,2.02472595334e-07,0.9
EUR,Central Asia,Kyrgyzstan,2003,9.89928467769e-07,0.99,5.44956960333e-05,0.98
EUR,Northern Europe,Latvia,2003,0.000135114453748,0.98,0.0011127753342,0.98
EMR,Western Asia,Lebanon,2003,1.62098199089e-06,0.53,3.12248072578e-06,0.59
EUR,Northern Europe,Lithuania,2003,4.99114805213e-05,0.98,8.06954373576e-05,0.98
EUR,Southern Europe,Malta,2003,1.01814849696e-05,0.9,5.11312795603e-06,0.65
WPR,Micronesia,Marshall Islands,2003,0.0,0.9,0.0,0.8
AMR,Central America,Mexico,2003,3.27444263841e-07,0.96,3.49030056366e-05,0.96
EUR,Western Europe,Netherlands,2003,6.18527878907e-08,0.96,1.86608594072e-07,0.95
WPR,Australia/New Zealand,New Zealand,2003,6.96482762052e-06,0.84,8.32975742737e-06,0.84
AMR,Central America,Nicaragua,2003,9.54038253118e-07,0.93,2.571668336e-05,0.98
WPR,Polynesia,Niue,2003,0.0227272727273,0.85,0.0,0.99
EUR,Northern Europe,Norway,2003,2.19252567996e-07,0.86,2.20398303815e-07,0.87
EMR,Western Asia,Oman,2003,4.19273148071e-07,0.98,1.29132231405e-06,0.99
AMR,Central America,Panama,2003,0.0,0.95,4.03850251055e-05,0.95
AMR,South America,Paraguay,2003,1.96150108328e-06,0.91,1.8153366905e-07,0.86
EUR,Eastern Europe,Poland,2003,0.00027536180247,0.97,0.00105365205194,0.98
EUR,Southern Europe,Portugal,2003,1.34578634296e-06,0.96,2.79867940934e-06,0.93
EMR,Western Asia,Qatar,2003,5.23818788632e-05,0.93,3.31026655527e-05,0.99
WPR,Eastern Asia,Republic of Korea,2003,1.70056278e-07,0.96,2.56577031481e-07,0.97
EUR,Eastern Europe,Republic of Moldova,2003,0.000121773190242,0.96,0.00175044593155,0.94
EUR,Eastern Europe,Romania,2003,0.00554154049274,0.97,0.000507001879463,0.98
EUR,Eastern Europe,Russian Federation,2003,0.000865847783784,0.98,0.00235093341723,0.98
AMR,Caribbean,Saint Kitts and Nevis,2003,0.0,0.98,0.0,0.99
AMR,Caribbean,Saint Lucia,2003,0.0,0.9,0.0,0.98
EMR,Western Asia,Saudi Arabia,2003,9.41865896277e-07,0.96,5.29378289314e-07,0.97
EUR,Southern Europe,Serbia,2003,3.58204446267e-05,0.87,6.71648596887e-05,0.92
AFR,Eastern Africa,Seychelles,2003,0.0,0.99,0.0,0.98
WPR,South-Eastern Asia,Singapore,2003,2.06837385857e-05,0.93,3.67495950291e-05,0.94
EUR,Eastern Europe,Slovakia,2003,1.85717230659e-07,0.99,1.29979129066e-06,0.99
